area,location,city,road_width,amenities,distance_from_city,land_type,price
1694,thane,mumbai,46,"school,hospital",8.079299644404573,commercial,25841443.73
546,thane,mumbai,15,"school,hospital",28.75349855516924,commercial,10052593.43
2482,thane,mumbai,44,"park,school",15.90027432709433,residential,45789908.0
1313,thane,mumbai,36,"hospital,mall",26.499742043875276,commercial,26889039.35
2253,thane,mumbai,29,"school,hospital",15.24071343730516,commercial,34292841.31
1931,thane,mumbai,17,"mall,metro",19.772664265435004,commercial,37567781.85
838,thane,mumbai,27,"mall,metro",8.622374220985826,commercial,13601479.99
1283,thane,mumbai,27,"park,school",8.23297241862476,commercial,22697208.21
590,thane,mumbai,22,"hospital,mall",18.72163630838469,residential,12432309.5
2443,thane,mumbai,18,"hospital,mall",30.164483320367495,commercial,35255497.14
2482,thane,mumbai,26,"mall,metro",26.914839852283333,residential,49699038.79
824,thane,mumbai,35,"hospital,mall",17.55994237501191,residential,14163999.82
1520,thane,mumbai,36,"park,school",18.585371182441,residential,26242289.24
965,thane,mumbai,47,"park,school",30.292232938444833,commercial,16763755.55
1290,thane,mumbai,33,"park,school",32.635752932512844,residential,20441857.8
1128,thane,mumbai,35,"school,hospital",27.823250744992,commercial,20335620.95
2109,thane,mumbai,49,"park,school",31.32431704863185,commercial,40607852.48
452,thane,mumbai,16,"hospital,mall",9.359801348983863,residential,8209972.47
1218,thane,mumbai,25,"park,school",25.501709859943613,residential,19880492.63
654,thane,mumbai,33,"mall,metro",27.60781844135495,residential,12669473.03
1869,thane,mumbai,21,"mall,metro",27.272382076185817,commercial,37867788.0
1373,thane,mumbai,33,"school,hospital",32.794544335063385,commercial,24821973.53
2106,thane,mumbai,35,"school,hospital",5.388957130239149,commercial,44833063.31
1231,thane,mumbai,43,"mall,metro",32.34459131221216,commercial,23226562.42
1204,thane,mumbai,27,"park,school",18.46444767208976,residential,24065860.9
1165,thane,mumbai,47,"school,hospital",16.315946811579366,commercial,24849242.39
1543,thane,mumbai,23,"mall,metro",22.519581730517935,commercial,28402788.04
423,thane,mumbai,24,"school,hospital",9.611101507088891,commercial,7097962.03
608,thane,mumbai,34,"hospital,mall",28.697245472522894,commercial,12141978.17
698,thane,mumbai,35,"mall,metro",33.70963152882511,residential,13991428.45
2469,thane,mumbai,49,"hospital,mall",7.758366618171993,residential,38386697.37
1273,thane,mumbai,36,"park,school",13.807230715106115,commercial,24411058.48
436,thane,mumbai,37,"hospital,mall",12.2104362929977,residential,6638535.15
563,thane,mumbai,35,"hospital,mall",32.47797290896027,residential,10873990.2
1980,thane,mumbai,33,"school,hospital",32.340077798858545,commercial,32169954.98
2483,thane,mumbai,17,"park,school",31.9484482671756,residential,43720687.99
1712,thane,mumbai,21,"mall,metro",34.14886309719299,residential,30987271.63
668,thane,mumbai,28,"hospital,mall",30.069952332361073,residential,10632974.58
2182,thane,mumbai,19,"mall,metro",5.712588383084213,commercial,41578534.44
555,thane,mumbai,18,"mall,metro",28.82644360927671,residential,8341733.51
1332,thane,mumbai,41,"hospital,mall",18.53376991232125,commercial,27917525.64
2173,thane,mumbai,39,"school,hospital",21.045031101830062,residential,36241534.27
586,thane,mumbai,19,"park,school",32.84143250499001,residential,11395561.47
1587,thane,mumbai,34,"school,hospital",13.445523328767916,commercial,31844141.58
1962,thane,mumbai,16,"hospital,mall",9.689704224497325,residential,33834327.93
958,thane,mumbai,49,"park,school",33.80402795241304,residential,18946009.78
1620,thane,mumbai,38,"school,hospital",21.60572563292837,residential,31227899.43
904,thane,mumbai,40,"school,hospital",14.140734570485252,commercial,13289493.02
1267,thane,mumbai,47,"mall,metro",9.82863072693185,residential,22009199.37
1435,thane,mumbai,26,"school,hospital",30.541631672764225,commercial,22671778.46
699,thane,mumbai,19,"park,school",7.946072041411158,commercial,11528396.75
1755,thane,mumbai,30,"school,hospital",13.554114316295632,residential,29784800.3
1192,thane,mumbai,43,"park,school",23.490272907783595,commercial,19892166.03
1024,thane,mumbai,38,"park,school",33.75976765788512,residential,18915301.84
419,thane,mumbai,29,"hospital,mall",13.300395050669472,commercial,6978506.35
950,thane,mumbai,36,"hospital,mall",18.885451282268303,commercial,18328328.43
1651,thane,mumbai,21,"mall,metro",24.36654812245689,residential,29563126.22
1549,thane,mumbai,23,"mall,metro",12.8970395178075,residential,31882661.66
708,thane,mumbai,47,"school,hospital",29.379271994953708,commercial,14742795.39
1271,thane,mumbai,50,"park,school",21.304079717543555,commercial,26596165.3
1008,thane,mumbai,29,"park,school",9.016437783397986,residential,17170165.29
2025,thane,mumbai,15,"mall,metro",30.439455203116,residential,34465159.84
974,thane,mumbai,26,"mall,metro",27.077594265044738,commercial,17154854.73
1869,thane,mumbai,46,"mall,metro",6.885834842404076,commercial,27457521.52
1358,thane,mumbai,28,"park,school",16.642793298439877,commercial,19973763.81
590,thane,mumbai,35,"school,hospital",26.112087585428668,commercial,8665515.16
1478,thane,mumbai,26,"hospital,mall",24.610259394016527,commercial,27440764.28
718,thane,mumbai,39,"mall,metro",20.49115346502711,commercial,13010140.52
1813,thane,mumbai,45,"school,hospital",20.055109534122252,residential,32462496.09
2201,thane,mumbai,19,"park,school",11.345513124072642,residential,34318788.59
1044,thane,mumbai,22,"mall,metro",17.438410552853185,commercial,17756357.43
864,thane,mumbai,45,"hospital,mall",11.321118531552903,residential,15437018.77
2083,thane,mumbai,17,"mall,metro",22.204595340568048,residential,30331836.7
951,thane,mumbai,17,"mall,metro",6.677360124813325,commercial,18004989.2
1137,thane,mumbai,40,"school,hospital",31.355269488591095,commercial,20602227.37
751,thane,mumbai,45,"hospital,mall",10.117003519690888,commercial,11985563.93
984,thane,mumbai,26,"park,school",10.03165104780796,commercial,19799295.93
2257,thane,mumbai,19,"mall,metro",16.346340563624025,residential,42194705.75
844,thane,mumbai,48,"hospital,mall",29.79542556767788,residential,12254247.77
1126,thane,mumbai,17,"school,hospital",7.795698974037379,residential,20072366.66
404,thane,mumbai,42,"hospital,mall",16.111323507463403,residential,8426703.29
2157,thane,mumbai,45,"hospital,mall",15.515534413393157,residential,34624813.36
2142,thane,mumbai,45,"mall,metro",32.30256070026455,residential,32909598.81
1560,thane,mumbai,49,"hospital,mall",12.7341492896574,residential,29184019.67
429,thane,mumbai,22,"school,hospital",16.250896451148265,residential,7962886.7
1693,thane,mumbai,21,"mall,metro",17.782147672379594,commercial,29362857.95
1470,thane,mumbai,42,"park,school",23.35642031033945,commercial,30217075.79
1234,thane,mumbai,50,"hospital,mall",10.361587934988652,commercial,21441049.54
1439,thane,mumbai,37,"hospital,mall",27.07347291813832,residential,30963336.42
1341,thane,mumbai,25,"school,hospital",11.433744246142403,commercial,23622362.86
1786,thane,mumbai,18,"mall,metro",16.67311041755309,residential,36016738.33
773,thane,mumbai,45,"hospital,mall",7.644220679420332,commercial,15713110.62
1308,thane,mumbai,17,"hospital,mall",32.92054973195078,commercial,22327576.88
1573,thane,mumbai,18,"mall,metro",24.20873943590411,commercial,30710563.01
443,thane,mumbai,48,"park,school",10.84239483630866,residential,7022565.42
1094,thane,mumbai,38,"mall,metro",24.650573581521343,residential,21062755.24
755,thane,mumbai,40,"park,school",25.089861391889254,commercial,16290697.99
1220,thane,mumbai,19,"school,hospital",21.48777960639308,commercial,22115851.89
1823,thane,mumbai,32,"mall,metro",23.190902239767567,residential,38894928.58
2262,thane,mumbai,15,"park,school",10.251043604418925,residential,47714491.5
696,thane,mumbai,36,"school,hospital",29.08826727717072,commercial,12543881.33
1424,thane,mumbai,39,"hospital,mall",28.099015782015005,commercial,27623010.32
2279,thane,mumbai,16,"hospital,mall",8.488049043227678,residential,44001750.67
1967,thane,mumbai,29,"mall,metro",29.00484181547106,commercial,37298971.84
1846,thane,mumbai,15,"park,school",12.447728280862323,residential,33447360.85
2034,thane,mumbai,36,"school,hospital",21.636545121236793,residential,39155771.25
2351,thane,mumbai,28,"park,school",10.483533579212004,residential,39167387.31
2443,thane,mumbai,30,"mall,metro",31.18227495224894,residential,48144709.6
1338,thane,mumbai,30,"park,school",9.679867054284768,residential,21220571.92
891,thane,mumbai,46,"school,hospital",27.92732637906581,residential,18733590.89
2375,thane,mumbai,35,"hospital,mall",31.943636011785564,commercial,40547460.76
2410,thane,mumbai,47,"park,school",16.936384936144826,residential,37877192.57
621,thane,mumbai,42,"hospital,mall",33.18963264095066,residential,11293068.32
2458,thane,mumbai,26,"hospital,mall",34.29521585711125,commercial,41541381.13
1692,thane,mumbai,15,"mall,metro",16.382840107606697,residential,32761038.59
1732,thane,mumbai,31,"mall,metro",21.456902011375657,residential,29450125.64
1503,thane,mumbai,36,"park,school",10.517410225891323,commercial,26743911.0
1262,thane,mumbai,38,"park,school",30.62978261722459,commercial,21980846.12
2246,thane,mumbai,23,"mall,metro",29.42571992424199,commercial,35251424.7
1365,thane,mumbai,39,"mall,metro",9.375312060126092,residential,25113881.99
2337,thane,mumbai,26,"hospital,mall",19.98793478335552,commercial,47209298.12
2393,thane,mumbai,50,"school,hospital",16.95205705589983,residential,39628668.94
645,thane,mumbai,31,"hospital,mall",30.16915126812358,residential,10288630.26
2242,thane,mumbai,31,"park,school",15.809197402078665,commercial,44304321.6
1809,thane,mumbai,22,"park,school",31.0210575192241,residential,26307951.25
1114,thane,mumbai,33,"park,school",14.752708600430076,commercial,23896956.03
2230,thane,mumbai,39,"park,school",18.912562422092,residential,46395938.6
1086,thane,mumbai,36,"hospital,mall",23.93820224977511,commercial,20647228.24
692,thane,mumbai,36,"mall,metro",14.40446190168222,commercial,10358967.27
1495,thane,mumbai,40,"park,school",31.630754197738703,commercial,28044363.85
2244,thane,mumbai,26,"school,hospital",8.751197321960124,residential,39002338.46
1430,thane,mumbai,20,"mall,metro",10.007313951189571,residential,30274742.83
791,thane,mumbai,45,"school,hospital",5.790947400987231,commercial,11753710.47
740,thane,mumbai,24,"school,hospital",24.644980266300493,commercial,11209730.54
1667,thane,mumbai,33,"hospital,mall",23.79442053878569,residential,26757621.92
1098,thane,mumbai,37,"park,school",30.927234249447597,commercial,16037073.21
1515,thane,mumbai,23,"mall,metro",22.724927797373574,commercial,27799531.85
2181,thane,mumbai,49,"park,school",32.26769455086476,commercial,39626394.0
1330,thane,mumbai,43,"park,school",15.973499658451336,commercial,26857881.57
1037,thane,mumbai,15,"mall,metro",15.316547517499828,commercial,17199396.82
434,thane,mumbai,46,"hospital,mall",13.9883155396132,commercial,8398743.58
1599,thane,mumbai,15,"park,school",10.657129379749865,commercial,29898784.8
2016,thane,mumbai,39,"hospital,mall",11.617772786985398,residential,32657692.13
2129,thane,mumbai,48,"park,school",13.540305640203588,commercial,40243051.42
2091,thane,mumbai,19,"mall,metro",9.09872098779573,residential,32940787.02
2265,thane,mumbai,32,"hospital,mall",10.633683276320337,residential,42689931.28
1023,thane,mumbai,49,"school,hospital",10.57812794424577,residential,15096769.99
1555,thane,mumbai,43,"school,hospital",11.984314938678663,residential,25405908.71
460,thane,mumbai,36,"hospital,mall",14.347300556091664,commercial,8258735.48
1921,thane,mumbai,17,"park,school",7.406692916947518,residential,34075712.6
629,thane,mumbai,40,"school,hospital",21.295758516374256,residential,10264541.41
1187,thane,mumbai,31,"hospital,mall",29.847561421829944,residential,24747801.75
1419,thane,mumbai,43,"mall,metro",27.128570376605257,residential,24365003.18
1215,thane,mumbai,21,"mall,metro",19.184766349745455,commercial,21527381.39
1723,thane,mumbai,17,"school,hospital",12.599382210052667,commercial,26778870.04
1213,thane,mumbai,18,"mall,metro",34.1982218130518,residential,20615022.24
2178,thane,mumbai,25,"park,school",22.540905800383445,commercial,36452090.71
1395,thane,mumbai,17,"hospital,mall",25.65219616805291,residential,20177691.47
1921,thane,mumbai,30,"mall,metro",19.99757619755005,commercial,38323447.47
645,thane,mumbai,24,"school,hospital",8.774823729956793,residential,9565595.71
1697,thane,mumbai,37,"hospital,mall",26.995664952613108,residential,36431306.51
1947,thane,mumbai,23,"park,school",31.95989132810128,commercial,33057735.24
2192,thane,mumbai,49,"hospital,mall",10.693275086589544,residential,40387552.86
1824,thane,mumbai,44,"park,school",31.029855198714788,residential,30516436.2
682,thane,mumbai,43,"park,school",29.582556544992908,commercial,12428897.24
2259,thane,mumbai,47,"hospital,mall",27.009732243165587,residential,32541307.87
1891,thane,mumbai,30,"park,school",26.630106880517697,commercial,37796020.77
1177,thane,mumbai,46,"mall,metro",23.391177270515804,commercial,21389976.85
2078,thane,mumbai,22,"school,hospital",20.696016175797062,residential,39512148.24
579,thane,mumbai,23,"mall,metro",31.204783327417168,residential,11819354.07
838,thane,mumbai,21,"school,hospital",22.13036544064097,commercial,14995730.17
2406,thane,mumbai,31,"school,hospital",15.990620602828884,residential,43755308.63
453,thane,mumbai,28,"hospital,mall",32.85211158315107,residential,9557176.32
2317,thane,mumbai,18,"park,school",21.74059668410065,commercial,46727735.2
1911,thane,mumbai,18,"park,school",20.870624938753203,residential,38446638.78
1644,thane,mumbai,28,"school,hospital",8.03675362285344,residential,24596105.45
1978,thane,mumbai,48,"mall,metro",22.100830068884427,residential,31181419.42
2100,thane,mumbai,37,"hospital,mall",26.076512485424207,commercial,41521158.65
826,thane,mumbai,26,"hospital,mall",20.140783415178852,residential,12886448.38
2214,thane,mumbai,35,"park,school",30.345620447036513,commercial,46762655.13
2163,thane,mumbai,35,"mall,metro",21.894341084128524,residential,44013407.12
1936,thane,mumbai,31,"park,school",33.84955326894003,commercial,38551760.02
2026,thane,mumbai,17,"park,school",22.872884798713574,residential,29177253.66
1636,thane,mumbai,29,"mall,metro",30.671612765246184,residential,23635775.55
1530,thane,mumbai,47,"mall,metro",7.828613826126523,commercial,32156938.71
1856,thane,mumbai,31,"park,school",31.688760574643844,residential,28812490.48
1354,thane,mumbai,34,"school,hospital",22.114614784672465,residential,21995669.93
716,thane,mumbai,45,"mall,metro",19.648291951203024,residential,14040602.33
1630,thane,mumbai,39,"school,hospital",28.40365724025429,commercial,23910593.05
1825,thane,mumbai,42,"hospital,mall",32.90738251831333,residential,37840473.48
1328,thane,mumbai,15,"hospital,mall",6.623838463004691,residential,26272204.25
1707,thane,mumbai,24,"park,school",20.072048313416985,residential,31216752.35
1027,thane,mumbai,40,"hospital,mall",27.58520609031592,residential,15162363.71
1309,thane,mumbai,40,"mall,metro",8.965671361126342,residential,22920507.3
2349,thane,mumbai,18,"hospital,mall",12.876739297452342,commercial,43490260.42
2455,thane,mumbai,23,"mall,metro",19.427675059280435,residential,43032064.88
2398,thane,mumbai,27,"mall,metro",12.269452751795347,commercial,41356616.34
2161,thane,mumbai,20,"school,hospital",25.15242660349206,commercial,36150426.41
1896,thane,mumbai,35,"park,school",22.816314471232115,residential,32057220.22
1648,navi mumbai,mumbai,37,"hospital,mall",23.69546468834992,commercial,21449596.05
583,navi mumbai,mumbai,29,"mall,metro",25.560776823868032,residential,10228897.8
751,navi mumbai,mumbai,18,"mall,metro",33.46822745077367,residential,9518347.06
1578,navi mumbai,mumbai,22,"park,school",18.501847119150376,residential,19066026.82
1759,navi mumbai,mumbai,49,"mall,metro",11.114040586298156,commercial,23313886.7
2378,navi mumbai,mumbai,24,"school,hospital",16.29820009686163,residential,37425563.15
1446,navi mumbai,mumbai,33,"mall,metro",28.675654835222662,commercial,18829693.26
617,navi mumbai,mumbai,15,"school,hospital",16.659354417109377,commercial,9125284.95
1875,navi mumbai,mumbai,16,"park,school",31.022313285634436,commercial,32223175.58
1346,navi mumbai,mumbai,47,"school,hospital",32.116161804375636,commercial,24064807.07
760,navi mumbai,mumbai,47,"hospital,mall",21.82062624238803,residential,9970063.29
562,navi mumbai,mumbai,48,"park,school",15.007089038923272,commercial,7578206.3
1043,navi mumbai,mumbai,37,"park,school",23.75692910753031,residential,12630973.39
2453,navi mumbai,mumbai,18,"park,school",31.36031822573481,residential,33496376.51
1547,navi mumbai,mumbai,36,"hospital,mall",24.70795276848838,residential,20657858.6
1965,navi mumbai,mumbai,29,"hospital,mall",12.21082424511728,residential,29719263.38
2146,navi mumbai,mumbai,36,"hospital,mall",21.26701253617677,residential,38248636.64
967,navi mumbai,mumbai,27,"mall,metro",14.26995188486548,residential,14975140.13
2161,navi mumbai,mumbai,24,"mall,metro",14.524886325258176,residential,38842062.09
1154,navi mumbai,mumbai,24,"school,hospital",27.963050377075547,commercial,16047045.71
2084,navi mumbai,mumbai,32,"mall,metro",28.373236549183783,residential,28801064.7
938,navi mumbai,mumbai,32,"mall,metro",22.89082077864912,residential,12295753.28
506,navi mumbai,mumbai,45,"mall,metro",20.06973762351384,commercial,7162717.41
1931,navi mumbai,mumbai,39,"hospital,mall",19.2154076257749,residential,25303551.47
1191,navi mumbai,mumbai,41,"school,hospital",32.76305249404729,commercial,15908947.29
1311,navi mumbai,mumbai,27,"mall,metro",6.984089727046681,commercial,21571456.16
2406,navi mumbai,mumbai,44,"mall,metro",17.826670498743674,residential,38801986.0
1958,navi mumbai,mumbai,40,"school,hospital",20.61947273671246,commercial,31956920.33
2271,navi mumbai,mumbai,17,"mall,metro",20.56107957762535,commercial,38520839.65
560,navi mumbai,mumbai,48,"school,hospital",10.695510199184572,commercial,8593875.19
2030,navi mumbai,mumbai,33,"hospital,mall",9.994598050965855,commercial,35131962.48
623,navi mumbai,mumbai,24,"hospital,mall",29.896805132799187,commercial,10055044.16
770,navi mumbai,mumbai,22,"mall,metro",28.36193425628119,residential,12578628.18
2010,navi mumbai,mumbai,43,"school,hospital",10.366357368308469,residential,29107525.22
2262,navi mumbai,mumbai,35,"mall,metro",26.55124159155689,residential,28367918.36
773,navi mumbai,mumbai,43,"park,school",7.559196321029358,commercial,9805496.99
2495,navi mumbai,mumbai,25,"hospital,mall",21.510376568274275,residential,39102725.84
1099,navi mumbai,mumbai,24,"mall,metro",31.064556124346115,residential,19203394.82
610,navi mumbai,mumbai,34,"hospital,mall",13.663416123342406,residential,8855668.99
881,navi mumbai,mumbai,27,"school,hospital",23.676809839620248,commercial,15321692.55
450,navi mumbai,mumbai,46,"school,hospital",23.239517930754182,commercial,6638335.18
1374,navi mumbai,mumbai,45,"hospital,mall",17.304540971340693,residential,18275907.97
426,navi mumbai,mumbai,50,"park,school",23.59298116608756,residential,5737486.87
600,navi mumbai,mumbai,18,"park,school",6.101631554672361,residential,7865423.95
1622,navi mumbai,mumbai,20,"school,hospital",8.266629371856954,residential,22686373.11
1060,navi mumbai,mumbai,50,"mall,metro",33.988797915429885,commercial,16994495.55
546,navi mumbai,mumbai,34,"park,school",16.057082764252222,commercial,6857081.72
677,navi mumbai,mumbai,50,"school,hospital",13.784981400702186,residential,11204791.35
899,navi mumbai,mumbai,32,"park,school",20.81158200213862,residential,14534777.25
1256,navi mumbai,mumbai,21,"school,hospital",19.50988949628341,commercial,19684437.02
2149,navi mumbai,mumbai,35,"park,school",20.76173675994784,commercial,33638442.36
931,navi mumbai,mumbai,46,"hospital,mall",19.77513361155548,residential,14603423.83
1353,navi mumbai,mumbai,27,"school,hospital",8.546214034554389,commercial,21988309.81
883,navi mumbai,mumbai,28,"hospital,mall",17.421234185731155,commercial,14503107.45
1832,navi mumbai,mumbai,28,"school,hospital",24.218549326327548,commercial,28144087.23
1442,navi mumbai,mumbai,34,"park,school",20.200688812880273,commercial,24140771.49
425,navi mumbai,mumbai,36,"park,school",16.8814797828488,residential,5390283.75
1119,navi mumbai,mumbai,36,"hospital,mall",32.48489159520726,residential,14730620.6
956,navi mumbai,mumbai,44,"park,school",18.87410226106398,commercial,14233858.32
629,navi mumbai,mumbai,34,"park,school",21.655316249106555,residential,10699689.05
1253,navi mumbai,mumbai,36,"park,school",6.986391239526856,residential,19376875.47
1548,navi mumbai,mumbai,36,"hospital,mall",23.79532542845752,residential,26384785.26
1995,navi mumbai,mumbai,22,"park,school",26.157985521365585,commercial,26182925.55
529,navi mumbai,mumbai,20,"hospital,mall",31.311461978623772,commercial,7209732.8
2251,navi mumbai,mumbai,34,"mall,metro",20.75301259062848,residential,38214652.58
859,navi mumbai,mumbai,17,"mall,metro",32.40061538501176,commercial,12236707.67
2472,navi mumbai,mumbai,45,"mall,metro",10.706350357856428,commercial,30033832.58
1671,navi mumbai,mumbai,24,"school,hospital",29.664155538888306,residential,27827495.96
1240,navi mumbai,mumbai,44,"hospital,mall",26.410321712078943,residential,20270805.5
416,navi mumbai,mumbai,17,"school,hospital",14.99869260196594,residential,5768209.37
822,navi mumbai,mumbai,34,"school,hospital",22.32679503228377,commercial,12431489.28
1259,navi mumbai,mumbai,27,"park,school",13.299486160041942,commercial,17531930.31
2206,navi mumbai,mumbai,32,"mall,metro",9.724880443581242,residential,35354997.82
462,navi mumbai,mumbai,50,"school,hospital",11.197321387200514,commercial,8200402.21
1704,navi mumbai,mumbai,33,"mall,metro",10.138249264190245,commercial,23219236.68
1787,navi mumbai,mumbai,18,"mall,metro",5.869780586079262,residential,27240067.69
833,navi mumbai,mumbai,20,"hospital,mall",16.7575028193704,commercial,11913231.0
1856,navi mumbai,mumbai,27,"school,hospital",34.21045666697263,commercial,25751339.09
939,navi mumbai,mumbai,44,"school,hospital",18.66752512240224,commercial,11791489.73
2327,navi mumbai,mumbai,29,"mall,metro",30.83288831167687,commercial,31158914.61
1888,navi mumbai,mumbai,36,"park,school",18.59849203098716,residential,27097447.33
667,navi mumbai,mumbai,37,"hospital,mall",18.83725051114699,residential,9906288.12
1556,navi mumbai,mumbai,23,"school,hospital",17.17057946716686,residential,25841501.98
1734,navi mumbai,mumbai,19,"park,school",20.982366977849946,commercial,26594183.14
2093,navi mumbai,mumbai,30,"mall,metro",34.216751936608844,commercial,28112028.51
670,navi mumbai,mumbai,42,"hospital,mall",22.01633582725974,commercial,9409670.92
1367,navi mumbai,mumbai,19,"hospital,mall",8.429685814417109,commercial,17823646.91
1732,navi mumbai,mumbai,43,"mall,metro",14.241071706090146,commercial,26552471.39
685,navi mumbai,mumbai,39,"park,school",19.82885442189629,residential,10678845.24
770,navi mumbai,mumbai,23,"school,hospital",27.71233152152419,residential,10245366.39
2255,navi mumbai,mumbai,39,"hospital,mall",10.8699986053247,commercial,34247891.26
1627,navi mumbai,mumbai,34,"hospital,mall",26.53373665718294,commercial,25091038.29
765,navi mumbai,mumbai,47,"hospital,mall",30.429102359910836,commercial,11854716.83
655,navi mumbai,mumbai,50,"school,hospital",5.025299423192617,commercial,9311045.97
849,navi mumbai,mumbai,16,"mall,metro",17.951465033491374,commercial,14575196.5
1703,navi mumbai,mumbai,40,"hospital,mall",18.055701452147687,residential,27708903.17
1110,navi mumbai,mumbai,27,"hospital,mall",30.299830121803737,commercial,16482643.61
2108,navi mumbai,mumbai,23,"mall,metro",5.348082573357074,residential,27247172.7
989,navi mumbai,mumbai,46,"hospital,mall",34.24925081213213,residential,16148427.0
746,navi mumbai,mumbai,41,"hospital,mall",31.8074740742732,commercial,9566197.92
1136,navi mumbai,mumbai,42,"hospital,mall",16.54144153490079,residential,16729151.95
1161,navi mumbai,mumbai,15,"hospital,mall",30.404116600210973,residential,16890960.76
2455,navi mumbai,mumbai,49,"park,school",6.003856281541312,residential,33426059.1
2379,navi mumbai,mumbai,22,"hospital,mall",33.85213248964338,residential,38609493.41
981,navi mumbai,mumbai,48,"park,school",18.948089819464737,residential,16069871.67
762,navi mumbai,mumbai,19,"park,school",23.391173419231382,commercial,10265197.52
444,navi mumbai,mumbai,47,"hospital,mall",22.218959048497947,commercial,6577066.51
2124,navi mumbai,mumbai,33,"park,school",10.02524488463839,commercial,29985542.92
1466,navi mumbai,mumbai,45,"mall,metro",22.18579986355153,commercial,18132230.64
511,navi mumbai,mumbai,20,"mall,metro",20.16788327921828,commercial,7011376.8
1432,navi mumbai,mumbai,32,"park,school",30.73575152239704,residential,18322773.05
856,navi mumbai,mumbai,24,"hospital,mall",16.093004898989356,residential,13373227.43
1470,navi mumbai,mumbai,30,"hospital,mall",10.424275725939571,residential,24541894.36
1804,navi mumbai,mumbai,24,"mall,metro",30.12842658816612,commercial,32299591.62
1969,navi mumbai,mumbai,43,"mall,metro",11.325702423846138,commercial,26439111.05
622,navi mumbai,mumbai,22,"school,hospital",10.02801190257406,commercial,9860918.42
2350,navi mumbai,mumbai,49,"mall,metro",16.394023824522634,commercial,32449276.53
2343,navi mumbai,mumbai,48,"hospital,mall",5.35589120286529,commercial,31807984.38
1964,navi mumbai,mumbai,48,"school,hospital",7.920929622138769,commercial,31563366.29
2168,navi mumbai,mumbai,32,"park,school",13.10978351542826,residential,33957196.27
1445,navi mumbai,mumbai,40,"hospital,mall",28.194530459185938,residential,23013156.25
1198,navi mumbai,mumbai,26,"park,school",21.4283766621153,residential,18113417.29
678,navi mumbai,mumbai,21,"school,hospital",25.564986567037295,commercial,8184659.02
1298,navi mumbai,mumbai,31,"mall,metro",6.021252875857158,residential,21224252.11
632,navi mumbai,mumbai,28,"school,hospital",26.242253174885064,residential,11142812.73
753,navi mumbai,mumbai,23,"hospital,mall",24.69183886733452,residential,12905399.64
854,navi mumbai,mumbai,31,"park,school",19.008667318629733,residential,13812529.22
2257,navi mumbai,mumbai,32,"hospital,mall",25.766644754273777,commercial,39579140.98
1454,navi mumbai,mumbai,19,"park,school",28.313178508517304,commercial,18860991.66
1991,navi mumbai,mumbai,18,"park,school",33.668170976519775,commercial,27865893.49
1128,navi mumbai,mumbai,46,"mall,metro",23.309056548618027,residential,16517810.47
2415,navi mumbai,mumbai,49,"hospital,mall",11.55159494592986,residential,30551157.49
2208,navi mumbai,mumbai,21,"school,hospital",7.187585101368797,commercial,35973623.41
2226,navi mumbai,mumbai,46,"mall,metro",24.585959979966713,residential,26962622.58
554,navi mumbai,mumbai,32,"mall,metro",26.001655980161768,commercial,8857149.8
415,navi mumbai,mumbai,46,"hospital,mall",18.08173002390103,residential,6263303.68
1325,navi mumbai,mumbai,45,"school,hospital",22.01731656535806,commercial,15926293.51
1765,navi mumbai,mumbai,40,"school,hospital",23.968175797987534,residential,28400640.44
1896,navi mumbai,mumbai,36,"school,hospital",30.23544761381433,commercial,28833908.75
1231,navi mumbai,mumbai,17,"hospital,mall",24.822022659555785,commercial,16076502.8
1997,navi mumbai,mumbai,37,"hospital,mall",7.545874540183131,commercial,34705392.08
1176,navi mumbai,mumbai,27,"school,hospital",26.592171042349236,residential,15099437.47
2403,navi mumbai,mumbai,49,"park,school",19.990524545447535,commercial,34441250.3
467,navi mumbai,mumbai,18,"park,school",28.633355957495866,residential,5707793.59
2060,navi mumbai,mumbai,48,"hospital,mall",33.20269368843984,residential,26180792.66
1354,navi mumbai,mumbai,17,"mall,metro",19.666841399781003,residential,23761203.65
2330,navi mumbai,mumbai,17,"mall,metro",26.03890433507854,residential,40642360.72
458,navi mumbai,mumbai,18,"park,school",29.622176690480956,residential,5969340.28
2268,navi mumbai,mumbai,19,"school,hospital",8.425390458958631,residential,35533561.9
658,navi mumbai,mumbai,42,"park,school",29.3456308921939,commercial,11071982.54
1728,navi mumbai,mumbai,49,"mall,metro",14.647696577704044,residential,21988479.69
586,navi mumbai,mumbai,36,"school,hospital",8.622364686554675,residential,9117287.75
2100,navi mumbai,mumbai,38,"mall,metro",18.159836361626816,residential,27317440.75
946,navi mumbai,mumbai,39,"mall,metro",5.468909788048326,commercial,11919417.52
730,navi mumbai,mumbai,26,"school,hospital",26.20223745370413,commercial,8787811.15
2104,navi mumbai,mumbai,45,"mall,metro",11.184806557689871,commercial,34002788.53
2244,navi mumbai,mumbai,26,"school,hospital",22.88815912157307,commercial,32475589.75
760,navi mumbai,mumbai,34,"park,school",17.56357610327826,residential,11979993.94
1186,navi mumbai,mumbai,48,"school,hospital",23.567628196306817,residential,15068185.67
2301,navi mumbai,mumbai,28,"park,school",6.5920705781248925,residential,38247193.69
1011,navi mumbai,mumbai,45,"hospital,mall",10.289714521115926,residential,16288688.61
